Date,close,high,low,open,volume
2021-04-01,136.29867553710938,139.06383758183233,135.23439397356523,136.62691616250717,6998200
2021-04-05,137.89013671875,138.61623645999688,136.17931514242778,138.15868480139088,5051500
2021-04-06,134.27951049804688,138.35763503596598,133.94132870676478,137.6812562760483,4215500
2021-04-07,131.04685974121094,134.69727139431362,130.7683552952282,134.53812166022232,4229000
2021-04-08,131.8625030517578,133.7921368426243,130.99713577772047,132.13105117857643,6434900
2021-04-09,128.9381561279297,132.22053154444473,128.50050202510067,132.22053154444473,7845700
2021-04-12,126.3719253540039,129.266398055576,125.41704228536877,129.23654420520637,8415000
2021-04-13,128.2220001220703,128.33141364990556,125.4269921682915,127.27706579882737,6589900
2021-04-14,131.61376953125,133.83186299780226,128.52036807329876,128.98784555705308,7195400
2021-04-15,132.7676239013672,134.69727270832485,132.37970590658168,133.00634850483294,7921600
2021-04-16,130.84793090820312,133.84186130826234,129.32609761349536,133.83192014133272,7098800
2021-04-19,128.0330352783203,131.43478125457764,126.92895863167372,129.73390067777177,5700100
2021-04-20,127.60530853271484,129.44544113838109,125.22807217821881,127.81419443901616,7161800
2021-04-21,132.06138610839844,132.2006382953108,126.38185476053381,127.50582859747998,5653700
2021-04-22,133.82196044921875,136.33847193603478,130.11187151183557,131.72322080066104,12501900
2021-04-23,133.58323669433594,135.17468830165652,133.09584638690882,134.10046567595737,5155400
2021-04-26,138.21836853027344,138.7156999992294,133.49371957519188,133.58323559703948,9385000
2021-04-27,138.6062774658203,140.00874058239188,137.47236239734806,139.18316857626763,7631200
2021-04-28,138.9444580078125,140.12810924526252,136.52741935420391,138.0094724865545,6214000
2021-04-29,137.32318115234375,140.00876840854284,135.72177300095754,139.96898856373903,6163600
2021-04-30,135.89085388183594,138.53666109814273,135.49299475371814,136.06990111363598,5559000
2021-05-03,134.26954650878906,137.46240582749067,134.13029431385115,137.19384260248506,4938900
2021-05-04,129.11720275878906,133.523567780503,128.4607215303409,133.4937291044238,10383900
2021-05-05,126.93888854980469,130.33068526690403,126.07352905043453,130.07207836346785,5414400
2021-05-06,125.0191879272461,126.37193013891064,122.23412864707176,126.26251660791749,14733900
2021-05-07,127.05824279785156,128.47066995079575,125.94422515332505,126.45149779273935,7463500
2021-05-10,122.43305206298828,126.66036936535727,122.24407127329947,126.64047944648105,7508300
2021-05-11,124.43234252929688,125.81492352272532,117.5990124251937,118.43452572107422,10469400
2021-05-12,123.45757293701172,126.78969243270737,122.3733863327986,122.88066658206075,9739500
2021-05-13,121.82632446289062,125.43694832861298,119.33966702649543,124.70089985226936,9109100
2021-05-14,126.24262237548828,128.19216847540858,122.18439563517964,122.74141205887524,8261900
2021-05-17,125.95415496826172,127.20743229408768,124.56163303809439,125.77511535028658,7835800
2021-05-18,126.5012435913086,129.6244924656696,125.76519507898642,126.59075962082981,6302600
2021-05-19,124.28313446044922,125.94422737964933,123.16911679623014,124.33287064417736,6247300
2021-05-20,126.88915252685547,127.79429186737607,123.9747897729433,125.09875617716754,4918500
2021-05-21,125.99394989013672,128.36125248963162,125.95416246281087,128.0628505790257,5244400
2021-05-24,125.16837310791016,127.29695865152291,124.42237594831975,126.85930455618706,4975100
2021-05-25,123.59681701660156,126.41170732311517,123.51724216142799,125.58614286388584,5403400
2021-05-26,126.28240966796875,126.42166187657256,123.71617738596802,123.97479188280775,4465200
2021-05-27,127.9036865234375,128.00315887493272,125.64580529385022,127.05822465645284,4102700
2021-05-28,127.41631317138672,130.59923115638063,127.01843893741865,128.29160613141622,6459400
2021-06-01,125.77513122558594,128.03302044774446,125.28774848851006,128.03302044774446,5179000
2021-06-02,126.56090545654297,127.26711520593626,124.82024537899345,126.54101553753114,5226100
2021-06-03,126.08348846435547,126.79964706387398,124.41245426170455,126.07353970917418,4886000
2021-06-04,126.08348846435547,127.47601823134403,125.74529908628209,126.43161900893344,4303800
2021-06-07,131.90225219726562,133.2450532282149,126.20283025021199,126.58080702163367,15591000
2021-06-08,132.7477264404297,134.0009963167643,129.12715384255515,132.96653833031303,7540600
2021-06-09,133.9910430908203,135.48303740912763,132.96652636241964,133.28482576878704,7129900
2021-06-10,135.36366271972656,135.7018444439284,132.63829624223467,133.8318886188797,5077400
2021-06-11,135.10508728027344,135.7217735299368,133.62303383487628,135.63225749576387,4139000
2021-06-14,135.95053100585938,136.98498902099954,135.16475391706786,135.37363982425958,3745000
2021-06-15,132.71786499023438,136.0499918145473,131.8923081297966,136.0499918145473,4379500
2021-06-16,132.87704467773438,133.76229426156067,129.7637593830761,132.37971310980151,7164300
2021-06-17,133.66281127929688,134.61767920627562,131.63369037410095,132.3100690682836,4056400
2021-06-18,132.86709594726562,133.414163676323,131.03691952401383,132.2106146723968,5837100
2021-06-21,134.07061767578125,134.55800800448,131.48450300951004,133.2152068977228,5111700
2021-06-22,132.96652221679688,134.17007094074174,131.18608239716173,133.91146406414435,4485000
2021-06-23,133.59317016601562,134.33916733261375,131.8724076180543,132.5686686047423,4142400
2021-06-24,136.55728149414062,136.6965337120454,134.39886452793945,134.48839573594168,5967900
2021-06-25,137.93984985351562,138.03932221890312,135.7814330853051,136.9551432519989,8477600
2021-06-28,137.11428833007812,140.74480188369935,136.78604774821912,139.92917101168274,6027300
2021-06-29,135.0155487060547,137.7210330322128,134.82656032500407,137.17396539689562,5204100
2021-06-30,134.67735290527344,136.50754420753657,132.78749943371182,134.74698659459966,5367700
2021-07-01,137.75088500976562,137.76082617596737,134.27950565888514,135.21449131184943,5590200
2021-07-02,135.8013153076172,137.86027465602913,135.01553834797298,137.7011249602644,3533600
2021-07-06,132.87704467773438,136.4379405254162,132.62837889376794,135.9107702775958,6243800
2021-07-07,130.64898681640625,133.57328319108206,129.027681323071,133.08590805064563,6551800
2021-07-08,131.2060089111328,131.89232885626566,127.55559727372645,127.77442436282254,6172600
2021-07-09,133.0858917236328,133.31465992837136,130.48982109055893,131.82266566056683,3781800
2021-07-12,131.1264190673828,133.92141954017876,130.947371843412,133.1853634902581,3210300
2021-07-13,128.9381561279297,131.03689544660426,128.75910891433995,130.62908001648165,5558600
2021-07-14,125.27778625488281,129.47526480773934,125.14848281286598,129.37580762650379,8016200
2021-07-15,125.26786041259766,126.05364509175983,123.00997115718864,125.1186594451432,5935700
2021-07-16,125.26786041259766,127.11793419620957,124.3129848450361,125.8248692631728,4536400
2021-07-19,125.46678924560547,127.23728815776738,123.27853369794666,123.68634157869086,4617900
2021-07-20,128.37123107910156,128.39112859290313,124.87001992915101,125.47676509257225,4268600
2021-07-21,129.55484008789062,129.803505807829,126.66036746524375,128.37118883260783,3951000
2021-07-22,127.2870101928711,129.54489918412204,127.05823439104931,128.83868186003875,4268600
2021-07-23,125.83480834960938,127.88381912861932,124.80035800039606,127.4660473454341,4194600
2021-07-26,123.5570297241211,126.78968422949288,123.48740362293705,125.6955565300253,5054300
2021-07-27,122.32365417480469,123.82558978074188,119.97624898182299,123.33820705511148,8602400
2021-07-28,126.60070037841797,127.15770920783434,122.64194604590682,122.64194604590682,6516600
2021-07-29,124.501953125,127.8838160847092,124.37264968017948,127.21738617563629,4917000
2021-07-30,122.75135803222656,125.12860187040671,122.403219929551,123.54708383727171,4390600
2021-08-02,123.26858520507812,124.72079226632621,123.00997070169312,123.5669871388821,4167800
2021-08-03,124.1538314819336,124.1538314819336,121.74674891833475,123.89521698517487,3767900
2021-08-04,124.1339340209961,126.63053245757959,123.49735036662591,123.53713020493277,5945600
2021-08-05,128.84864807128906,128.9680179609026,123.72613930543106,124.33288438834032,5619200
2021-08-06,126.61063385009766,128.4408174223271,125.7054870228772,128.4408174223271,4674100
2021-08-09,126.849365234375,128.24188729821017,125.86465103532696,126.42165986086103,4894400
2021-08-10,125.80498504638672,128.0131306278625,125.02914149818106,127.6749488357301,4159300
2021-08-11,124.98934936523438,125.9541660478131,123.62665839807259,125.67566163728102,4663900
2021-08-12,126.11331176757812,126.58080455131244,124.34281299497434,124.80035702474014,4011900
2021-08-13,123.95488739013672,126.7399388234746,123.9150999654022,126.23266623262906,3932800
2021-08-16,121.14000701904297,123.71618053240866,120.8018176547782,123.55703839938957,5176500
2021-08-17,123.03981018066406,123.15917247270025,119.19046922378368,120.18513222472252,5030300
2021-08-18,120.96096801757812,123.75596861875071,120.93112934177118,123.06965630916143,3637600
2021-08-19,118.05654907226562,120.89133698864518,117.85761192719224,119.93646145832133,5558600
2021-08-20,121.47818756103516,122.22418479938543,117.86756365934332,118.5041473623081,5939000
2021-08-23,127.05824279785156,127.16765632917843,122.99007498485192,123.20890204750563,8385700
2021-08-24,127.06819152832031,127.18755381392978,125.17833041055528,127.15770755102037,4274300
2021-08-25,128.47068786621094,129.1967876695346,125.77514422436212,126.68029127543998,5395700
2021-08-26,127.89373779296875,130.35055599152489,127.31683157859635,128.21202197969373,5666100
2021-08-27,131.32534790039062,132.28023100916096,127.7843502314565,128.3413590543425,6466600
2021-08-30,130.927490234375,132.88697747905712,130.39036373685127,131.9420355255158,4893700
2021-08-31,132.13101196289062,132.87700911513463,130.79816736011227,130.79816736011227,3680100
2021-09-01,134.3590545654297,134.55798409250653,132.06138589638948,132.40950877443646,3888100
2021-09-02,135.8013153076172,135.88089015549957,134.1899663757124,134.60772294408216,3158500
