sym_x,sym_y,seed_category,corr,p_value,half_life,spread_sharpe,spread_sortino,spread_vol,spread_max_dd,spread_pos_ratio,spread_neg_ratio,n_obs,beta,intercept,is_viable,pair_score,pair_label,risk_return_score,stats_quality_score,macro_score,fundamental_score,structure_score,penalty_total,label_rank,is_clone_like
SPHB,SPYG,thematic_factor,0.8166174833310976,0.218987356081883,126.68583416809577,-0.0549656398879657,-0.081861352382363,0.1922192108111018,0.4227859032018264,0.4859060402684563,0.5140939597315436,1491.0,1.043601155390584,-0.0912756340748011,False,0.1192756953803435,C,-0.1207243046196564,0.2,0.0,0.0,0.25,0.0,1,False
SPLV,SPHB,thematic_factor,0.6142185265887478,0.012758053594522,38.54596774164908,-0.1177438700081553,-0.1560025854542239,0.1443035498108239,0.263586149580751,0.5120805369127517,0.4879194630872483,1491.0,0.339437686204761,2.6991386814871348,False,0.0988519596661074,C,-0.232217402817727,0.3872419464054779,0.0,0.0,0.15,0.0,1,False
COIN,BLOK,crypto,0.7920506274494505,0.0698319450650256,48.66599279525944,-0.1445135806041653,-0.2098587675005055,0.5249927889927177,0.927256842836,0.488013698630137,0.511986301369863,1169.0,1.509552679394517,-0.250348588734373,True,0.0837827476882065,C,-0.3073348907662755,0.3301680549349743,0.0,0.0,0.4,0.0,1,False
SMH,XSD,thematic_factor,0.9426781923638732,0.4498924593945302,164.67408926765856,-0.005263774838515,-0.0082362944998554,0.2443491932833896,0.6540311499659488,0.4812080536912752,0.5187919463087248,1491.0,1.4102910408222258,-2.4184117684095128,False,0.0758901960122671,C,-0.0241098039877328,0.0,0.0,0.0,0.25,0.0,1,False
USMV,MTUM,thematic_factor,0.7865297931428673,0.1905625079834657,101.56299385299144,-0.0884899236879903,-0.1403732046542139,0.1065451567159158,0.1896402891024777,0.4671140939597315,0.5328859060402684,1491.0,0.6049536464823629,1.2372178107200005,False,0.0560622716835843,C,-0.1905439727279896,0.2094374920165342,0.0,0.0,0.25,0.0,1,False
PGX,LQD,fx_macro,0.4601737788729395,0.0003519566194789,15.00286418591048,-0.1403654003501248,-0.1527788534243336,0.1570135682416025,0.2461740628716344,0.4919463087248322,0.5080536912751678,1491.0,1.1526676183012694,-2.9433938391881216,False,0.0275195513617736,C,-0.252234079004591,0.399648043380521,0.0,0.0,0.0,0.0,1,False
SOXX,XSD,thematic_factor,0.96301743404298,0.4124895553550405,173.6691967542364,-0.0260259459472619,-0.0416504555537626,0.1338289389947085,0.3370088860429971,0.5026845637583892,0.4973154362416107,1491.0,1.1350942865116878,-0.9120259999363648,False,-0.0019214425557557,D,-0.0619214425557557,0.0,0.0,0.0,0.15,0.0,0,False
PFF,HYG,fx_macro,0.7353586786157011,0.1744277080478659,55.5247208838418,-0.1197357042331398,-0.1343659051633111,0.1119789468288786,0.202765954071642,0.5060402684563758,0.4939597315436241,1491.0,1.3800944185584278,-2.5341966826379583,False,-0.0199465525623965,D,-0.2178471569288904,0.2255722919521341,0.0,0.0,0.1,0.0,0,False
EIDO,EWS,intl_equity,0.6556242272718863,0.043371063362589,55.23385712596798,-0.1640459917285109,-0.1957598919874761,0.3015406381919295,0.904352292482962,0.508724832214765,0.4912751677852349,1491.0,-0.2198288936695,3.7154711709774,False,-0.0295247063232157,D,-0.3191649619694034,0.3566289366374109,0.0,0.0,0.1,0.0,0,False
EEM,EFA,intl_equity,0.8379817580643354,0.5255625627555873,177.77366230001516,-0.0450575884311098,-0.0643700749875299,0.1297537915927381,0.40146793310962,0.512751677852349,0.487248322147651,1491.0,0.6839798764132934,0.8429355249345853,False,-0.0581459995845731,D,-0.0981459995845731,0.0,0.0,0.0,0.1,0.0,0,False
EWZ,EWW,intl_equity,0.6633382418516814,0.0032919976419699,38.61594036405413,-0.1989265789215742,-0.232956457227965,0.3624937783169206,0.7910870728526236,0.5174496644295302,0.4825503355704698,1491.0,0.0729259276278901,3.1402912517916755,False,-0.0601222387875811,D,-0.3778178404382021,0.39670800235803,0.0,0.0,0.1,0.0,0,False
FXA,EFA,fx_macro,0.6270135631108104,0.2670005940200857,123.12967291324615,-0.1030280833730274,-0.1499459442819951,0.1072345207264907,0.2945682561313516,0.5033557046979866,0.4966442953020134,1491.0,0.0135777481834613,4.158114566888912,False,-0.073881609493051,D,-0.213881609493051,0.2,0.0,0.0,0.0,0.0,0,False
USO,XES,commodities,0.5939699710889851,0.018046409081495,64.26270279468194,-0.1745292091005117,-0.2126932830376484,0.4003346131662721,1.324714266396315,0.5208053691275167,0.4791946308724832,1491.0,0.8883334291122481,0.3973766630886373,False,-0.0825412789118386,D,-0.349908792554792,0.3819535909185049,0.0,0.0,0.0,0.0,0,False
IBIT,BLOK,crypto,0.7338285670065714,0.5854041095586348,53.13154407328598,-0.1815438200652077,-0.2945499912537382,0.3456565098689026,0.5411811474587807,0.4633123689727463,0.5366876310272537,478.0,0.971417594733132,0.1707980804816791,False,-0.0985524368920001,D,-0.3985524368920001,0.2,0.0,0.0,0.4,0.0,0,False
XLF,XLK,us_sectors_rotation,0.6660513863794729,0.0223175753175932,63.98360067889769,-0.2301899050526614,-0.3361089826992013,0.192421435815181,0.4209290236065892,0.4939597315436241,0.5060402684563758,1491.0,0.7065733658694701,0.4930080140008446,False,-0.1095070761365493,D,-0.4738847734142341,0.3776824246824067,0.0,0.0,0.25,0.0,0,False
FXA,VEA,fx_macro,0.644465530137961,0.3115457810468383,134.66970215998984,-0.1290805402490277,-0.1880312056002607,0.1026212180769518,0.290960085309889,0.5,0.5,1491.0,0.0515791169588506,4.017763675365856,False,-0.126521585875408,D,-0.266521585875408,0.2,0.0,0.0,0.0,0.0,0,False
EWA,EWC,intl_equity,0.8686514148347086,0.1679587581647263,41.90048944916644,-0.1844363020575719,-0.2265189307707501,0.1694271272921122,0.2920579919273671,0.4932885906040268,0.5067114093959731,1491.0,0.5766963479723946,1.09394377946581,False,-0.1464118441509527,D,-0.3488407134356443,0.2320412418352737,0.0,0.0,0.1,0.0,0,False
EWM,EWS,intl_equity,0.6631596614870549,0.2241416149911568,95.15184960465882,-0.1668697470626485,-0.2243852419593891,0.138776756580055,0.3292622201832129,0.4932885906040268,0.5046979865771812,1491.0,0.4271090592487486,1.882971344312174,False,-0.1505246608378852,D,-0.3305246608378852,0.2,0.0,0.0,0.1,0.0,0,False
BIZD,XLF,fx_macro,0.6759259715344159,0.0324031453043646,66.90236737103818,-0.2607610964443664,-0.2724797797602481,0.2175004117387531,0.6281381353309494,0.5295302013422819,0.4697986577181208,1491.0,0.3985225964154688,1.2991632870426215,False,-0.1667419066962144,D,-0.464059704983159,0.3675968546956353,0.0,0.0,0.1,0.0,0,False
EWG,EWI,intl_equity,0.9151068204777194,0.4794148640543701,199.1827844759916,-0.1031852643683663,-0.1524433631688982,0.1071793719208125,0.3277652401082069,0.485234899328859,0.5147651006711409,1491.0,0.6847643416911218,1.039143004228976,False,-0.1764509233887592,D,-0.2164509233887592,0.0,0.0,0.0,0.1,0.0,0,False
KWEB,FXI,intl_equity,0.9101353307705808,0.6833530117100739,202.01550221489,-0.1049602656150126,-0.1449827248262361,0.2109974226128808,0.5479238840912575,0.5040268456375839,0.4959731543624161,1491.0,1.5963962559912772,-1.980282531508016,False,-0.1774066506752031,D,-0.2174066506752031,0.0,0.0,0.0,0.1,0.0,0,False
DBC,DBB,commodities,0.5443161991140587,0.4245718219078487,158.4492395222439,-0.0916758023603717,-0.1404107401586692,0.2194316983439775,0.380527970156602,0.4986577181208054,0.5006711409395973,1491.0,1.2584421952804907,-0.6751936150818088,False,-0.1975738798745722,D,-0.1975738798745722,0.0,0.0,0.0,0.0,0.0,0,False
PFF,BIZD,fx_macro,0.7180920174927726,0.403855728178774,131.31374770472698,-0.221740500962021,-0.2220232566659307,0.1468757772974033,0.3569696181606354,0.5174496644295302,0.4812080536912752,1491.0,0.0869534513435114,3.2768145980743477,False,-0.2042961729913852,D,-0.3842961729913852,0.2,0.0,0.0,0.1,0.0,0,False
USO,XOP,commodities,0.6094354177246014,0.0007784350483049,51.80752171507614,-0.3058839472423295,-0.334817229349114,0.3585374745436377,1.463982890330147,0.5114093959731544,0.4885906040268456,1491.0,0.8006230842455564,0.3507756124343562,False,-0.2900805701271257,D,-0.5695356655933123,0.399221564951695,0.0,0.0,0.0,0.0,0,False
USO,XLE,commodities,0.6072466435584598,0.000309639997271,48.79982951130125,-0.3550973209190253,-0.3922857689586471,0.3464562227838839,1.3720937795168688,0.5161073825503356,0.4838926174496644,1491.0,0.8971775959417685,0.9267569049685856,False,-0.3773559827785054,D,-0.6571392347804157,0.3996903600027289,0.0,0.0,0.0,0.0,0,False
DBC,DBA,commodities,0.4807479068022232,0.580696112459279,249.82664378141337,-0.0565050820895966,-0.0831081479196987,0.1770463446813769,0.5699338393739626,0.5073825503355704,0.4912751677852349,1491.0,0.9233783307899246,0.2265533803766821,False,-0.5260794624208651,D,-0.126079462420865,0.0,0.0,0.0,0.0,0.4,0,False
REM,XLRE,fx_macro,0.6604836006987266,0.0359708344563911,101.10949616812076,-0.4629905079455333,-0.512009707243044,0.267443778885317,0.8758871834891515,0.4926174496644295,0.5060402684563758,1491.0,1.0023253725412615,-0.427415297470517,False,-0.5440946308049208,D,-0.838915046685447,0.3640291655436088,0.0,0.0,0.1,0.0,0,False
EWZ,ILF,intl_equity,0.9596428395301396,0.3095612083501072,113.62597481310266,-0.3989324649065653,-0.5378538996636371,0.1145588199076672,0.3026314606102573,0.4953020134228187,0.5046979865771812,1491.0,0.9984773014545326,0.184904340102384,False,-0.6414828238833165,D,-0.7814828238833165,0.2,0.0,0.0,0.0,0.0,0,False
BKCH,WGMI,crypto,0.960911301439466,0.3834571983560743,65.27267477545972,-0.480478343292841,-0.6656950054771479,0.2124740028132546,0.4474043464746922,0.4927083333333333,0.5072916666666667,961.0,0.8687980646464352,1.2616599218109306,False,-0.6954129340563383,D,-0.9554129340563384,0.2,0.0,0.0,0.3,0.0,0,False
BITO,BKCH,crypto,0.7041861889344313,0.7161416326631094,147.5512149666261,-0.5765229287099012,-0.7784078291638964,0.4120287185363122,1.2293416633757128,0.4942084942084942,0.5057915057915058,1037.0,0.4629551825894781,1.2338796743318583,False,-0.845995242392143,D,-1.145995242392143,0.2,0.0,0.0,0.4,0.0,0,False
