sym_x,sym_y,seed_category,corr,p_value,half_life,spread_sharpe,spread_sortino,spread_vol,spread_max_dd,spread_pos_ratio,spread_neg_ratio,n_obs,beta,intercept,is_viable,pair_score,pair_label,risk_return_score,stats_quality_score,macro_score,fundamental_score,structure_score,penalty_total
EEM,VWO,intl_equity,0.9870843110956187,0.23230302740265385,110.25436225736676,-0.05641784700007052,-0.08305224687940285,0.036072899503866857,0.1122746341159262,0.48322147651006714,0.5161073825503356,1491.0,1.071845319690058,-0.2876287724222415,False,-0.09487176409161588,D,-0.11679991249797103,0.2,0.0,0.0,0.0,0.11807185159364483
IBIT,BLOK,crypto,0.7338285670065714,0.5854041095586348,53.13154407328598,-0.18154382006520772,-0.29454999125373826,0.3456565098689026,0.5411811474587807,0.46331236897274636,0.5366876310272537,478.0,0.971417594733132,0.1707980804816791,False,-0.0985524368920001,D,-0.3985524368920001,0.2,0.0,0.0,0.4,0.0
EFA,VEA,intl_equity,0.9873985347067772,0.07992070033623283,72.58354224694581,-0.11390508361234788,-0.12283934834875337,0.03134642710403757,0.07212168305532751,0.4825503355704698,0.5154362416107383,1491.0,0.9966943563503423,0.45928671804992405,False,-0.10058846313256486,D,-0.2013350611175818,0.3200792996637672,0.0,0.0,0.0,0.12330891177962008
XLF,XLK,us_sectors_rotation,0.6660513863794729,0.022317575317593225,63.98360067889769,-0.23018990505266146,-0.3361089826992013,0.192421435815181,0.42092902360658924,0.49395973154362416,0.5060402684563758,1491.0,0.7065733658694701,0.4930080140008446,False,-0.10950707613654939,D,-0.47388477341423413,0.37768242468240676,0.0,0.0,0.25,0.0
SPY,QQQ,us_core_style,0.9352704229217069,0.027866172653358424,69.54796896061444,-0.205540687430618,-0.2907366213003203,0.07430662838444987,0.18895164729442726,0.489261744966443,0.5107382550335571,1491.0,0.7880518198152049,1.4523393587169702,False,-0.11234167614408166,D,-0.41283535528673077,0.3721338273466416,0.0,0.0,0.1,0.0
FXA,VEA,fx_macro,0.644465530137961,0.3115457810468383,134.66970215998984,-0.12908054024902776,-0.1880312056002607,0.10262121807695186,0.29096008530988904,0.5,0.5,1491.0,0.05157911695885068,4.017763675365856,False,-0.126521585875408,D,-0.266521585875408,0.2,0.0,0.0,0.0,0.0
VTI,ITOT,us_core_style,0.9978335381287777,2.9880034490965052e-21,2.5959707232887728,0.014666385082183047,0.017917067351872703,0.014076791448312463,0.01063579553048477,0.48590604026845635,0.5140939597315436,1491.0,0.9988899239735138,0.8182403289897646,False,-0.13023001916174493,D,0.026995616317884247,0.2,0.0,0.0,0.0,0.29722563547962916
EWG,EWQ,intl_equity,0.939705526554791,0.837992250691437,755.3130915219169,0.1097660915603186,0.17179109799712172,0.08304474362760622,0.3646854645014481,0.48590604026845635,0.512751677852349,1491.0,0.8976633632619295,0.20655589751935244,False,-0.1372738491317252,D,0.22272615086827482,0.0,0.0,0.0,0.1,0.4
FXA,FXE,fx_macro,0.6305391141580345,0.2944245031722348,120.40314293402125,-0.14255839914958268,-0.1979499087105868,0.0853751328039013,0.24111752826875676,0.5120805369127517,0.4879194630872483,1491.0,0.7384969658708087,0.7930556198436731,False,-0.14594568581236853,D,-0.2859456858123685,0.2,0.0,0.0,0.0,0.0
EWA,EWC,intl_equity,0.8686514148347086,0.16795875816472633,41.900489449166436,-0.1844363020575719,-0.22651893077075014,0.1694271272921122,0.29205799192736714,0.49328859060402686,0.5067114093959731,1491.0,0.5766963479723946,1.09394377946581,False,-0.14641184415095274,D,-0.3488407134356443,0.2320412418352737,0.0,0.0,0.1,0.0
