sym_x,sym_y,seed_category,corr,p_value,half_life,spread_sharpe,spread_sortino,spread_vol,spread_max_dd,spread_pos_ratio,spread_neg_ratio,n_obs,beta,intercept,is_viable,pair_score,pair_label,risk_return_score,stats_quality_score,macro_score,fundamental_score,structure_score,penalty_total,label_rank,is_clone_like
IBIT,BITO,crypto,0.9520105635798506,0.1862426779076091,52.00608075700478,0.4725199435232508,0.7738917585984941,0.6066879921841486,0.482676825291171,0.4947589098532495,0.5052410901467506,478.0,-0.1925125159002125,4.421718826337704,True,1.4206884289691513,A-,1.085013253857143,0.2137573220923908,0.0,0.0,0.3,0.1423333333333333,5,False
RIOT,MARA,crypto,0.8324609235847997,0.1524319545986618,104.48793825388628,0.1955382044540335,0.3119096537165461,0.6083642759778352,1.5965246479413155,0.4677852348993289,0.5322147651006711,1491.0,0.7463412592911867,0.4757306490189554,True,0.8174671433390706,B,0.4161772558483333,0.2475680454013381,0.0,0.0,0.4,0.0,3,False
COIN,BKCH,crypto,0.8155374819188881,0.2904819412162482,116.03931020372708,0.1507930802998118,0.2225342980761789,0.5123635920198698,1.0226493812078656,0.4932126696832579,0.5067873303167421,1106.0,1.062249548750508,0.989733061439722,True,0.6531152189160364,B,0.310929349096697,0.2,0.0,0.0,0.4,0.0,3,False
MSTR,IBIT,crypto,0.7682321320712302,0.2672072397440643,33.857493203775135,0.0195584858230291,0.0263788326999069,0.6382380581613453,0.9079782165964714,0.5094339622641509,0.490566037735849,478.0,1.836002089404565,-1.6380476348363828,True,0.168498480196865,C,0.0256931779418319,0.2,0.0,0.0,0.4,0.1423333333333333,1,False
COIN,BLOK,crypto,0.7920506274494505,0.0698319450650256,48.66599279525944,-0.1445135806041653,-0.2098587675005055,0.5249927889927177,0.927256842836,0.488013698630137,0.511986301369863,1169.0,1.509552679394517,-0.250348588734373,True,-0.0098504770716117,D,-0.3283207675163261,0.3301680549349743,0.0,0.0,0.4,0.0,0,False
USO,XES,commodities,0.5939699710889851,0.018046409081495,64.26270279468194,-0.1745292091005117,-0.2126932830376484,0.4003346131662721,1.324714266396315,0.5208053691275167,0.4791946308724832,1491.0,0.8883334291122481,0.3973766630886373,True,-0.1374488646164666,D,-0.3691764477927255,0.3819535909185049,0.0,0.0,0.0,0.0,0,False
