date,open,high,low,close,volume
2024-12-11,44.55250118722012,45.02354038229943,43.217888262752055,43.659488677978516,630800
2024-12-12,44.57212565011704,44.8272742267915,43.934261695404565,44.37586212158203,427800
2024-12-13,43.237514013175286,44.87633759422768,42.72722063190808,43.86556625366211,542900
2024-12-16,43.7281822779155,43.96370000704005,42.501516520221934,42.57020950317383,404900
2024-12-17,43.590791926093,44.00295356121682,42.89404668442837,43.35527420043945,416000
2024-12-18,43.021622295072994,47.84977699808618,42.629087748906954,47.55537796020508,985900
2024-12-19,46.3090833189889,47.66332333389476,45.7300969443433,47.476871490478516,1130600
2024-12-20,48.72316546019978,48.95868318964924,44.25809910124592,45.455326080322266,922000
2024-12-23,45.08056838075672,45.7745701279391,43.94041616976989,43.95033264160156,390800
2024-12-24,43.62315435313442,43.75204200450858,42.661460876464844,42.661460876464844,247100
2024-12-26,42.97872273631867,43.464527742557074,42.18557517901443,42.61189270019531,470600
2024-12-27,43.5240146271208,45.615940098765684,43.39512696895401,44.38656234741211,762200
2024-12-30,46.37934568696426,47.09318036805461,45.06073860331215,46.032344818115234,763800
2024-12-31,45.80431347738004,47.69795482603542,45.66551313486483,47.251808166503906,640700
2025-01-02,46.22071548289297,48.94716272635319,45.774568813921604,47.608726501464844,624800
2025-01-03,47.00394923151677,47.08326587394296,45.2193663792099,45.407737731933594,921400
2025-01-06,43.95033226221688,44.208103797227245,42.33429153195805,43.66281509399414,702700
2025-01-07,42.978720105842086,46.766002769445016,42.978720105842086,46.34960174560547,864700
2025-01-08,46.15131626716335,47.72769867553298,46.02242860855994,46.42892074584961,885600
2025-01-10,47.955725378987914,50.31534250002523,47.955725378987914,49.46270751953125,1105300
2025-01-13,51.94129704255143,52.34778538211879,50.52354419873769,50.63260269165039,1095200
2025-01-14,49.35365006079062,51.386095535298864,49.01656189359651,50.12697219848633,571400
2025-01-15,48.17384296431302,48.56050213891895,46.79574845706597,47.271636962890625,735700
2025-01-16,46.07200071732734,48.39195952680861,46.01251323635709,48.32255935668945,470000
2025-01-17,45.50688308747798,46.825490107628745,45.50688308747798,46.15131378173828,670900
2025-01-21,45.65559631595766,46.66686080918858,44.71373199345601,45.011165618896484,619900
2025-01-22,43.22658043555944,43.414955575555716,41.699772846585056,42.05668640136719,681000
2025-01-23,42.92915022130454,43.117525359717064,41.76917266845703,41.76917266845703,636100
