date,open,high,low,close,volume
2024-12-16,553.4336999116346,555.0926032423777,552.7283886128322,554.0892944335938,22846800
2024-12-17,551.7846576227113,552.6985974576937,550.6124937093695,551.7648315429688,6110900
2024-12-18,551.6158078930441,553.8310540173983,534.9571109589386,535.5630493164062,24584900
2024-12-19,540.0829273595775,541.4835461312624,535.0763867305191,535.3644409179688,16792100
2024-12-20,533.0498255976406,545.8940337356767,532.2948581462737,541.4238891601562,9389400
2024-12-23,541.4328997725775,545.4688951428892,538.453239743931,545.2994995117188,7063400
2024-12-24,546.16647007576,550.989774813378,545.6482471931952,550.9100341796875,3439300
2024-12-26,549.2956016044188,552.0559898207376,548.0199948425776,550.9000244140625,4492000
2024-12-27,547.4719466279114,547.721082889217,541.323280729688,545.1898803710938,7077100
2024-12-30,538.692342574351,542.2101754881406,535.5432872550753,539.120849609375,6505100
2024-12-31,540.5758638007505,541.1937168535366,535.5433235630605,536.9484252929688,6040800
2025-01-02,540.1473310677277,541.662038081149,531.9457244983687,535.6030883789062,7142700
2025-01-03,538.3236277988849,542.9974261239794,537.3370580140951,542.5191040039062,6416300
2025-01-06,546.3857304790795,549.5248107843994,543.934207843378,545.6781616210938,5983400
2025-01-07,547.422134117351,547.7011351026997,537.6958446983108,539.5394287109375,5383200
2025-01-08,539.4497325607846,541.1239208179932,536.220936577291,540.2669067382812,4317000
2025-01-10,536.8487642243323,536.8886041265064,530.1619255597242,532.04541015625,7935200
2025-01-13,527.5709365311363,533.0618482763507,527.1922445729452,532.7330322265625,5621000
2025-01-14,535.463585907076,536.0515134165695,529.9726130282189,533.4107055664062,8820000
2025-01-15,540.9645444729586,544.2431558074943,539.8882587826517,543.1668701171875,5307300
2025-01-16,544.4623756795721,544.6218569526684,541.5126411944161,542.3596801757812,3632800
2025-01-17,547.023472272498,549.2158834690296,545.7877661865296,547.5616455078125,6558700
2025-01-21,550.4117516223174,552.5443725585938,548.5980323907042,552.5443725585938,5301700
2025-01-22,555.2649397887734,556.9989184468433,554.8065071682504,555.6834716796875,4780000
2025-01-23,555.1154284663941,558.7628173828125,554.8762673881272,558.7628173828125,6217900
2025-01-24,558.822566978342,559.7194209565654,556.0920434930653,557.07861328125,3612100
2025-01-27,545.0403690002272,549.4849817555688,544.940738826384,549.3255004882812,7617400
2025-01-28,550.3917818702243,554.7267890402444,547.3224062922092,553.9295043945312,4164700
2025-01-29,553.2518536828804,553.580730553611,549.0663526461524,551.4979248046875,4174500
2025-01-30,553.4512111391589,555.8529187347472,550.47155121684,554.3779907226562,4296500
2025-01-31,556.6899751941936,558.9521518573773,550.8004208782274,551.4182739257812,6243300
2025-02-03,543.1070325524759,550.0529826102862,541.1039674342695,547.80078125,7824000
2025-02-04,547.8008184995856,551.9165543645503,547.332410704,551.4381713867188,4181400
2025-02-05,550.431681474315,553.8099227328769,548.508296135948,553.7003173828125,3424200
2025-02-06,555.3645435279516,555.7233459559385,552.2752783444541,555.6934204101562,3606300
2025-02-07,556.1717544493522,557.2679904720648,549.8835577708813,550.2921752929688,10161600
2025-02-10,553.5209467916065,554.8563438290993,552.3250806493088,554.228515625,3517600
2025-02-11,552.1855681942736,555.1951536017764,552.075962840508,554.726806640625,2752900
2025-02-12,549.0962934351976,553.9992777904268,548.488415584757,552.8931274414062,3579500
2025-02-13,553.9494454485956,558.9421454607179,552.7835048690384,558.7328491210938,3388500
2025-02-14,558.9621039598582,559.9187482137157,558.1349545951449,558.7528076171875,3380600
2025-02-18,559.8590008242313,560.3672485351562,557.5569841756704,560.3672485351562,3844900
2025-02-19,559.0817262782317,561.9716704434635,558.593428933116,561.7225341796875,3857600
2025-02-20,560.4469786277531,560.5366336195926,556.291342025001,559.3607177734375,4446800
2025-02-21,559.1613601345821,559.2610511264693,549.3653668414752,549.8436889648438,6148700
2025-02-24,551.6972637782292,552.5941786094465,546.61490859941,547.2427368164062,4772300
2025-02-25,547.2826050228806,547.870593366959,540.2968144679942,544.5221557617188,5491500
2025-02-26,546.1166183071481,549.4450444427047,542.3695994910444,544.8609619140625,4180800
2025-02-27,546.9337916657577,547.9801517170104,535.7425503177287,536.1112670898438,5521400
2025-02-28,536.5597388799749,545.000506611576,533.7295851573386,544.4424438476562,7328100
2025-03-03,546.3059985598318,547.3921985828209,531.4076381705959,535.06494140625,7290000
