date,open,high,low,close,volume
2024-12-11,22.68000030517578,22.875,22.459999084472656,22.809999465942383,3802100
2024-12-12,22.860000610351562,22.985000610351562,22.719999313354492,22.790000915527344,4380800
2024-12-13,22.059999465942383,22.209999084472656,21.850000381469727,22.200000762939453,4489600
2024-12-16,21.829999923706055,22.040000915527344,21.579999923706055,21.799999237060547,5232300
2024-12-17,21.950000762939453,22.600000381469727,21.924999237060547,22.399999618530273,5281600
2024-12-18,23.030000686645508,23.40999984741211,22.65999984741211,22.760000228881836,5817200
2024-12-19,23.350000381469727,23.989999771118164,23.15999984741211,23.350000381469727,5048900
2024-12-20,23.59000015258789,23.735000610351562,23.450000762939453,23.559999465942383,4768100
2024-12-23,24.06999969482422,24.260000228881836,23.7450008392334,24.110000610351562,3846600
2024-12-24,24.329999923706055,24.549999237060547,24.184999465942383,24.440000534057617,1899200
2024-12-26,25.510000228881836,26.700000762939453,25.219999313354492,25.31999969482422,6317100
2024-12-27,25.854999542236328,25.854999542236328,25.18000030517578,25.489999771118164,5492000
2024-12-30,24.950000762939453,25.079999923706055,24.030000686645508,24.270000457763672,6139100
2024-12-31,24.200000762939453,24.610000610351562,23.850000381469727,23.989999771118164,3875600
2025-01-02,24.209999084472656,24.829999923706055,23.959999084472656,24.020000457763672,4529700
2025-01-03,24.81999969482422,24.81999969482422,24.34000015258789,24.75,3636400
2025-01-06,24.5,24.780000686645508,23.858999252319336,23.899999618530273,5278400
2025-01-07,23.81999969482422,24.200000762939453,23.670000076293945,23.889999389648438,3541800
2025-01-08,23.43000030517578,23.43000030517578,23.052000045776367,23.190000534057617,2485600
2025-01-10,22.75,22.809999465942383,22.229999542236328,22.239999771118164,4139200
2025-01-13,21.799999237060547,21.950000762939453,21.549999237060547,21.719999313354492,4229800
2025-01-14,22.700000762939453,22.940000534057617,22.260000228881836,22.329999923706055,2779900
2025-01-15,22.15999984741211,22.389999389648438,21.719999313354492,21.8799991607666,3560100
2025-01-16,21.850000381469727,22.174999237060547,21.770999908447266,22.079999923706055,2677100
2025-01-17,22.25,23.094999313354492,22.15999984741211,22.59000015258789,3568100
2025-01-21,23.6200008392334,23.9950008392334,22.93000030517578,23.790000915527344,6446000
2025-01-22,23.18000030517578,23.225000381469727,22.600000381469727,22.6200008392334,6064700
2025-01-23,22.600000381469727,22.799999237060547,22.34000015258789,22.790000915527344,2729600
2025-01-24,23.110000610351562,23.520000457763672,22.979999542236328,23.209999084472656,3234100
2025-01-27,23.8799991607666,23.93000030517578,23.59000015258789,23.610000610351562,3341300
